Country,Group,Year,In,Out,Net,iso_alpha
Barbedos,Carribbean,2017,25,26,-1,BRB
Barbedos,Carribbean,2018,31,44,-13,BRB
Cuba,Carribbean,1996,163,148,15,CUB
Cuba,Carribbean,1997,98,75,23,CUB
Cuba,Carribbean,1998,150,133,17,CUB
Cuba,Carribbean,1999,150,128,22,CUB
Cuba,Carribbean,2000,164,174,-10,CUB
Cuba,Carribbean,2001,168,155,13,CUB
Cuba,Carribbean,2002,179,185,-6,CUB
Cuba,Carribbean,2003,243,249,-6,CUB
Cuba,Carribbean,2004,230,224,6,CUB
Cuba,Carribbean,2005,278,278,0,CUB
Cuba,Carribbean,2006,144,156,-12,CUB
Cuba,Carribbean,2007,194,195,-1,CUB
Cuba,Carribbean,2008,204,184,20,CUB
Cuba,Carribbean,2009,209,202,7,CUB
Cuba,Carribbean,2010,167,163,4,CUB
Cuba,Carribbean,2011,133,141,-8,CUB
Cuba,Carribbean,2012,138,148,-10,CUB
Cuba,Carribbean,2013,140,140,0,CUB
Cuba,Carribbean,2014,132,122,10,CUB
Cuba,Carribbean,2015,144,151,-7,CUB
Cuba,Carribbean,2016,190,184,6,CUB
Cuba,Carribbean,2017,231,216,15,CUB
Cuba,Carribbean,2018,249,241,8,CUB
Dominca,Carribbean,1996,27,22,5,DMA
Dominca,Carribbean,1997,24,17,7,DMA
Dominca,Carribbean,1998,6,1,5,DMA
Dominca,Carribbean,1999,53,63,-10,DMA
Dominca,Carribbean,2000,76,103,-27,DMA
Dominca,Carribbean,2001,90,79,11,DMA
Dominca,Carribbean,2002,32,34,-2,DMA
Dominca,Carribbean,2003,0,0,0,DMA
Dominca,Carribbean,2004,0,0,0,DMA
Dominca,Carribbean,2005,0,0,0,DMA
Dominca,Carribbean,2006,0,0,0,DMA
Dominca,Carribbean,2007,0,0,0,DMA
Dominca,Carribbean,2008,0,0,0,DMA
Dominca,Carribbean,2009,0,0,0,DMA
Dominca,Carribbean,2010,0,0,0,DMA
Dominca,Carribbean,2011,0,0,0,DMA
Dominca,Carribbean,2012,0,0,0,DMA
Dominca,Carribbean,2013,0,0,0,DMA
Dominca,Carribbean,2014,0,0,0,DMA
Dominca,Carribbean,2015,0,0,0,DMA
Dominca,Carribbean,2016,0,0,0,DMA
Dominca,Carribbean,2017,0,0,0,DMA
Dominca,Carribbean,2018,0,0,0,DMA
Dominica,Carribbean,1996,38,44,-6,0
Dominica,Carribbean,1997,70,79,-9,0
Dominica,Carribbean,1998,72,61,11,0
Dominica,Carribbean,1999,37,40,-3,0
Dominica,Carribbean,2000,56,33,23,0
Dominica,Carribbean,2001,21,39,-18,0
Dominica,Carribbean,2002,47,44,3,0
Dominica,Carribbean,2003,118,122,-4,0
Dominica,Carribbean,2004,241,240,1,0
Dominica,Carribbean,2005,173,172,1,0
Dominica,Carribbean,2006,120,117,3,0
Dominica,Carribbean,2007,75,60,15,0
Dominica,Carribbean,2008,151,116,35,0
Dominica,Carribbean,2009,236,234,2,0
Dominica,Carribbean,2010,335,319,16,0
Dominica,Carribbean,2011,414,413,1,0
Dominica,Carribbean,2012,354,332,22,0
Dominica,Carribbean,2013,431,431,0,0
Dominica,Carribbean,2014,333,340,-7,0
Dominica,Carribbean,2015,386,416,-30,0
Dominica,Carribbean,2016,383,407,-24,0
Dominica,Carribbean,2017,533,554,-21,0
Dominica,Carribbean,2018,550,567,-17,0
Granada,Carribbean,1996,3,12,-9,0
Granada,Carribbean,1997,0,1,-1,0
Granada,Carribbean,1998,1,3,-2,0
Granada,Carribbean,1999,3,1,2,0
Granada,Carribbean,2000,7,4,3,0
Granada,Carribbean,2001,10,9,1,0
Granada,Carribbean,2002,12,12,0,0
Granada,Carribbean,2003,15,14,1,0
Granada,Carribbean,2004,18,17,1,0
Granada,Carribbean,2005,13,14,-1,0
Granada,Carribbean,2006,6,7,-1,0
Granada,Carribbean,2007,14,14,0,0
Granada,Carribbean,2008,2,3,-1,0
Granada,Carribbean,2009,27,23,4,0
Granada,Carribbean,2010,18,16,2,0
Granada,Carribbean,2011,14,17,-3,0
Granada,Carribbean,2012,17,15,2,0
Granada,Carribbean,2013,17,17,0,0
Granada,Carribbean,2014,19,25,-6,0
Granada,Carribbean,2015,18,21,-3,0
Granada,Carribbean,2016,26,23,3,0
Granada,Carribbean,2017,28,27,1,0
Granada,Carribbean,2018,44,51,-7,0
Haiti,Carribbean,1996,11,9,2,HTI
Haiti,Carribbean,1997,36,36,0,HTI
Haiti,Carribbean,1998,41,28,13,HTI
Haiti,Carribbean,1999,29,27,2,HTI
Haiti,Carribbean,2000,47,49,-2,HTI
Haiti,Carribbean,2001,38,34,4,HTI
Haiti,Carribbean,2002,49,50,-1,HTI
Haiti,Carribbean,2003,33,28,5,HTI
Haiti,Carribbean,2004,45,47,-2,HTI
Haiti,Carribbean,2005,26,27,-1,HTI
Haiti,Carribbean,2006,22,24,-2,HTI
Haiti,Carribbean,2007,36,32,4,HTI
Haiti,Carribbean,2008,50,49,1,HTI
Haiti,Carribbean,2009,63,55,8,HTI
Haiti,Carribbean,2010,55,53,2,HTI
Haiti,Carribbean,2011,31,30,1,HTI
Haiti,Carribbean,2012,36,39,-3,HTI
Haiti,Carribbean,2013,28,28,0,HTI
Haiti,Carribbean,2014,41,42,-1,HTI
Haiti,Carribbean,2015,38,39,-1,HTI
Haiti,Carribbean,2016,49,45,4,HTI
Haiti,Carribbean,2017,42,42,0,HTI
Haiti,Carribbean,2018,66,65,1,HTI
Jamaica,Carribbean,1996,28,28,0,JAM
Jamaica,Carribbean,1997,26,27,-1,JAM
Jamaica,Carribbean,1998,38,33,5,JAM
Jamaica,Carribbean,1999,30,28,2,JAM
Jamaica,Carribbean,2000,36,31,5,JAM
Jamaica,Carribbean,2001,36,44,-8,JAM
Jamaica,Carribbean,2002,40,39,1,JAM
Jamaica,Carribbean,2003,54,51,3,JAM
Jamaica,Carribbean,2004,64,57,7,JAM
Jamaica,Carribbean,2005,46,47,-1,JAM
Jamaica,Carribbean,2006,30,34,-4,JAM
Jamaica,Carribbean,2007,64,61,3,JAM
Jamaica,Carribbean,2008,53,59,-6,JAM
Jamaica,Carribbean,2009,69,70,-1,JAM
Jamaica,Carribbean,2010,57,61,-4,JAM
Jamaica,Carribbean,2011,37,40,-3,JAM
Jamaica,Carribbean,2012,57,51,6,JAM
Jamaica,Carribbean,2013,25,25,0,JAM
Jamaica,Carribbean,2014,20,23,-3,JAM
Jamaica,Carribbean,2015,24,27,-3,JAM
Jamaica,Carribbean,2016,31,27,4,JAM
Jamaica,Carribbean,2017,40,42,-2,JAM
Jamaica,Carribbean,2018,42,43,-1,JAM
Porto-Rico,Carribbean,1996,0,0,0,PRI
Porto-Rico,Carribbean,1997,2,6,-4,PRI
Porto-Rico,Carribbean,1998,1,7,-6,PRI
Porto-Rico,Carribbean,1999,0,4,-4,PRI
Porto-Rico,Carribbean,2000,1,0,1,PRI
Porto-Rico,Carribbean,2001,1,2,-1,PRI
Porto-Rico,Carribbean,2002,0,0,0,PRI
Porto-Rico,Carribbean,2003,2,1,1,PRI
Porto-Rico,Carribbean,2004,0,0,0,PRI
Porto-Rico,Carribbean,2005,1,0,1,PRI
Porto-Rico,Carribbean,2006,1,1,0,PRI
Porto-Rico,Carribbean,2007,1,3,-2,PRI
Porto-Rico,Carribbean,2008,1,0,1,PRI
Porto-Rico,Carribbean,2009,0,0,0,PRI
Porto-Rico,Carribbean,2010,1,0,1,PRI
Porto-Rico,Carribbean,2011,0,2,-2,PRI
Porto-Rico,Carribbean,2012,1,1,0,PRI
Porto-Rico,Carribbean,2013,1,1,0,PRI
Porto-Rico,Carribbean,2014,0,2,-2,PRI
Porto-Rico,Carribbean,2015,0,0,0,PRI
Porto-Rico,Carribbean,2016,1,0,1,PRI
Porto-Rico,Carribbean,2017,0,0,0,PRI
Porto-Rico,Carribbean,2018,0,8,-8,PRI
Saint Kits& Nefts,Carribbean,1996,0,0,0,0
Saint Kits& Nefts,Carribbean,1997,0,0,0,0
Saint Kits& Nefts,Carribbean,1998,0,0,0,0
Saint Kits& Nefts,Carribbean,1999,0,0,0,0
Saint Kits& Nefts,Carribbean,2000,0,0,0,0
Saint Kits& Nefts,Carribbean,2001,0,0,0,0
Saint Kits& Nefts,Carribbean,2002,0,0,0,0
Saint Kits& Nefts,Carribbean,2003,0,0,0,0
Saint Kits& Nefts,Carribbean,2004,0,0,0,0
Saint Kits& Nefts,Carribbean,2005,0,0,0,0
Saint Kits& Nefts,Carribbean,2006,0,0,0,0
Saint Kits& Nefts,Carribbean,2007,0,0,0,0
Saint Kits& Nefts,Carribbean,2008,0,0,0,0
Saint Kits& Nefts,Carribbean,2009,0,0,0,0
Saint Kits& Nefts,Carribbean,2010,0,0,0,0
Saint Kits& Nefts,Carribbean,2011,0,0,0,0
Saint Kits& Nefts,Carribbean,2012,0,0,0,0
Saint Kits& Nefts,Carribbean,2013,0,0,0,0
Saint Kits& Nefts,Carribbean,2014,0,0,0,0
Saint Kits& Nefts,Carribbean,2015,0,0,0,0
Saint Kits& Nefts,Carribbean,2016,0,0,0,0
Saint Kits& Nefts,Carribbean,2017,0,0,0,0
Saint Kits& Nefts,Carribbean,2018,0,0,0,0
??? ?????,Carribbean,1996,0,0,0,0
??? ?????,Carribbean,1997,0,0,0,0
??? ?????,Carribbean,1998,0,0,0,0
??? ?????,Carribbean,1999,0,0,0,0
??? ?????,Carribbean,2000,0,0,0,0
??? ?????,Carribbean,2001,0,0,0,0
??? ?????,Carribbean,2002,0,0,0,0
??? ?????,Carribbean,2003,0,0,0,0
??? ?????,Carribbean,2004,0,0,0,0
??? ?????,Carribbean,2005,0,0,0,0
??? ?????,Carribbean,2006,0,0,0,0
??? ?????,Carribbean,2007,0,0,0,0
??? ?????,Carribbean,2008,0,0,0,0
??? ?????,Carribbean,2009,0,0,0,0
??? ?????,Carribbean,2010,0,0,0,0
??? ?????,Carribbean,2011,0,0,0,0
??? ?????,Carribbean,2012,0,0,0,0
??? ?????,Carribbean,2013,0,0,0,0
??? ?????,Carribbean,2014,0,0,0,0
??? ?????,Carribbean,2015,0,0,0,0
??? ?????,Carribbean,2016,0,0,0,0
??? ?????,Carribbean,2017,0,0,0,0
??? ?????,Carribbean,2018,0,0,0,0
Saint-Vincent Grenadine,Carribbean,1996,0,0,0,VCT
Saint-Vincent Grenadine,Carribbean,1997,0,0,0,VCT
Saint-Vincent Grenadine,Carribbean,1998,94,101,-7,VCT
Saint-Vincent Grenadine,Carribbean,1999,0,0,0,VCT
Saint-Vincent Grenadine,Carribbean,2000,6,7,-1,VCT
Saint-Vincent Grenadine,Carribbean,2001,5,5,0,VCT
Saint-Vincent Grenadine,Carribbean,2002,12,6,6,VCT
Saint-Vincent Grenadine,Carribbean,2003,15,16,-1,VCT
Saint-Vincent Grenadine,Carribbean,2004,17,23,-6,VCT
Saint-Vincent Grenadine,Carribbean,2005,10,7,3,VCT
Saint-Vincent Grenadine,Carribbean,2006,6,3,3,VCT
Saint-Vincent Grenadine,Carribbean,2007,15,18,-3,VCT
Saint-Vincent Grenadine,Carribbean,2008,34,36,-2,VCT
Saint-Vincent Grenadine,Carribbean,2009,34,25,9,VCT
Saint-Vincent Grenadine,Carribbean,2010,37,38,-1,VCT
Saint-Vincent Grenadine,Carribbean,2011,29,24,5,VCT
Saint-Vincent Grenadine,Carribbean,2012,41,30,11,VCT
Saint-Vincent Grenadine,Carribbean,2013,15,15,0,VCT
Saint-Vincent Grenadine,Carribbean,2014,26,29,-3,VCT
Saint-Vincent Grenadine,Carribbean,2015,15,13,2,VCT
Saint-Vincent Grenadine,Carribbean,2016,26,28,-2,VCT
Saint-Vincent Grenadine,Carribbean,2017,14,11,3,VCT
Saint-Vincent Grenadine,Carribbean,2018,37,34,3,VCT
Belize,Central America,1996,53,45,8,BLZ
Belize,Central America,1997,25,35,-10,BLZ
Belize,Central America,1998,59,53,6,BLZ
Belize,Central America,1999,57,69,-12,BLZ
Belize,Central America,2000,98,105,-7,BLZ
Belize,Central America,2001,135,120,15,BLZ
Belize,Central America,2002,186,182,4,BLZ
Belize,Central America,2003,231,218,13,BLZ
Belize,Central America,2004,209,203,6,BLZ
Belize,Central America,2005,165,154,11,BLZ
Belize,Central America,2006,158,165,-7,BLZ
Belize,Central America,2007,164,143,21,BLZ
Belize,Central America,2008,176,174,2,BLZ
Belize,Central America,2009,218,221,-3,BLZ
Belize,Central America,2010,261,238,23,BLZ
Belize,Central America,2011,219,218,1,BLZ
Belize,Central America,2012,217,231,-14,BLZ
Belize,Central America,2013,237,237,0,BLZ
Belize,Central America,2014,202,205,-3,BLZ
Belize,Central America,2015,253,258,-5,BLZ
Belize,Central America,2016,280,279,1,BLZ
Belize,Central America,2017,288,287,1,BLZ
Belize,Central America,2018,295,280,15,BLZ
Costarica,Central America,1996,40,37,3,CRI
Costarica,Central America,1997,44,66,-22,CRI
Costarica,Central America,1998,35,50,-15,CRI
Costarica,Central America,1999,76,70,6,CRI
Costarica,Central America,2000,61,60,1,CRI
Costarica,Central America,2001,49,55,-6,CRI
Costarica,Central America,2002,91,79,12,CRI
Costarica,Central America,2003,75,78,-3,CRI
Costarica,Central America,2004,126,123,3,CRI
Costarica,Central America,2005,80,81,-1,CRI
Costarica,Central America,2006,56,54,2,CRI
Costarica,Central America,2007,44,37,7,CRI
Costarica,Central America,2008,76,81,-5,CRI
Costarica,Central America,2009,119,111,8,CRI
Costarica,Central America,2010,247,263,-16,CRI
Costarica,Central America,2011,93,91,2,CRI
Costarica,Central America,2012,93,91,2,CRI
Costarica,Central America,2013,76,76,0,CRI
Costarica,Central America,2014,142,139,3,CRI
Costarica,Central America,2015,145,147,-2,CRI
Costarica,Central America,2016,206,206,0,CRI
Costarica,Central America,2017,255,246,9,CRI
Costarica,Central America,2018,251,238,13,CRI
Salvadore,Central America,1996,10,8,2,SLV
Salvadore,Central America,1997,8,14,-6,SLV
Salvadore,Central America,1998,26,21,5,SLV
Salvadore,Central America,1999,23,11,12,SLV
Salvadore,Central America,2000,23,28,-5,SLV
Salvadore,Central America,2001,21,18,3,SLV
Salvadore,Central America,2002,11,12,-1,SLV
Salvadore,Central America,2003,14,13,1,SLV
Salvadore,Central America,2004,51,52,-1,SLV
Salvadore,Central America,2005,12,11,1,SLV
Salvadore,Central America,2006,15,16,-1,SLV
Salvadore,Central America,2007,21,21,0,SLV
Salvadore,Central America,2008,31,32,-1,SLV
Salvadore,Central America,2009,132,145,-13,SLV
Salvadore,Central America,2010,109,154,-45,SLV
Salvadore,Central America,2011,62,107,-45,SLV
Salvadore,Central America,2012,64,93,-29,SLV
Salvadore,Central America,2013,36,36,0,SLV
Salvadore,Central America,2014,63,27,36,SLV
Salvadore,Central America,2015,34,33,1,SLV
Salvadore,Central America,2016,81,28,53,SLV
Salvadore,Central America,2017,28,38,-10,SLV
Salvadore,Central America,2018,89,81,8,SLV
Guatemala,Central America,1996,24,27,-3,GTM
Guatemala,Central America,1997,76,82,-6,GTM
Guatemala,Central America,1998,33,43,-10,GTM
Guatemala,Central America,1999,19,23,-4,GTM
Guatemala,Central America,2000,25,22,3,GTM
Guatemala,Central America,2001,33,31,2,GTM
Guatemala,Central America,2002,47,48,-1,GTM
Guatemala,Central America,2003,30,32,-2,GTM
Guatemala,Central America,2004,52,53,-1,GTM
Guatemala,Central America,2005,50,39,11,GTM
Guatemala,Central America,2006,29,39,-10,GTM
Guatemala,Central America,2007,59,42,17,GTM
Guatemala,Central America,2008,69,79,-10,GTM
Guatemala,Central America,2009,129,119,10,GTM
Guatemala,Central America,2010,150,150,0,GTM
Guatemala,Central America,2011,72,66,6,GTM
Guatemala,Central America,2012,60,58,2,GTM
Guatemala,Central America,2013,133,133,0,GTM
Guatemala,Central America,2014,116,88,28,GTM
Guatemala,Central America,2015,119,132,-13,GTM
Guatemala,Central America,2016,126,124,2,GTM
Guatemala,Central America,2017,137,135,2,GTM
Guatemala,Central America,2018,124,119,5,GTM
Honduras,Central America,1996,13,10,3,HND
Honduras,Central America,1997,62,51,11,HND
Honduras,Central America,1998,14,16,-2,HND
Honduras,Central America,1999,24,24,0,HND
Honduras,Central America,2000,48,52,-4,HND
Honduras,Central America,2001,38,39,-1,HND
Honduras,Central America,2002,40,34,6,HND
Honduras,Central America,2003,24,30,-6,HND
Honduras,Central America,2004,31,20,11,HND
Honduras,Central America,2005,47,50,-3,HND
Honduras,Central America,2006,38,29,9,HND
Honduras,Central America,2007,19,23,-4,HND
Honduras,Central America,2008,38,40,-2,HND
Honduras,Central America,2009,31,27,4,HND
Honduras,Central America,2010,59,54,5,HND
Honduras,Central America,2011,42,40,2,HND
Honduras,Central America,2012,36,35,1,HND
Honduras,Central America,2013,58,58,0,HND
Honduras,Central America,2014,29,33,-4,HND
Honduras,Central America,2015,121,111,10,HND
Honduras,Central America,2016,78,75,3,HND
Honduras,Central America,2017,55,46,9,HND
Honduras,Central America,2018,61,49,12,HND
Nicaragua,Central America,1996,10,19,-9,NIC
Nicaragua,Central America,1997,8,6,2,NIC
Nicaragua,Central America,1998,12,5,7,NIC
Nicaragua,Central America,1999,12,16,-4,NIC
Nicaragua,Central America,2000,12,7,5,NIC
Nicaragua,Central America,2001,21,16,5,NIC
Nicaragua,Central America,2002,18,20,-2,NIC
Nicaragua,Central America,2003,54,54,0,NIC
Nicaragua,Central America,2004,67,60,7,NIC
Nicaragua,Central America,2005,29,35,-6,NIC
Nicaragua,Central America,2006,17,16,1,NIC
Nicaragua,Central America,2007,20,21,-1,NIC
Nicaragua,Central America,2008,21,21,0,NIC
Nicaragua,Central America,2009,32,37,-5,NIC
Nicaragua,Central America,2010,21,19,2,NIC
Nicaragua,Central America,2011,25,23,2,NIC
Nicaragua,Central America,2012,16,20,-4,NIC
Nicaragua,Central America,2013,19,19,0,NIC
Nicaragua,Central America,2014,32,31,1,NIC
Nicaragua,Central America,2015,24,27,-3,NIC
Nicaragua,Central America,2016,38,40,-2,NIC
Nicaragua,Central America,2017,33,28,5,NIC
Nicaragua,Central America,2018,19,18,1,NIC
Panama,Central America,1996,114,94,20,PAN
Panama,Central America,1997,70,57,13,PAN
Panama,Central America,1998,138,112,26,PAN
Panama,Central America,1999,157,146,11,PAN
Panama,Central America,2000,167,165,2,PAN
Panama,Central America,2001,216,198,18,PAN
Panama,Central America,2002,222,217,5,PAN
Panama,Central America,2003,269,236,33,PAN
Panama,Central America,2004,314,303,11,PAN
Panama,Central America,2005,307,282,25,PAN
Panama,Central America,2006,340,356,-16,PAN
Panama,Central America,2007,155,148,7,PAN
Panama,Central America,2008,411,412,-1,PAN
Panama,Central America,2009,625,540,85,PAN
Panama,Central America,2010,553,566,-13,PAN
Panama,Central America,2011,582,559,23,PAN
Panama,Central America,2012,578,586,-8,PAN
Panama,Central America,2013,446,446,0,PAN
Panama,Central America,2014,507,473,34,PAN
Panama,Central America,2015,545,566,-21,PAN
Panama,Central America,2016,748,718,30,PAN
Panama,Central America,2017,861,880,-19,PAN
Panama,Central America,2018,885,817,68,PAN
Canada,North America,1996,18815,19610,-795,CAN
Canada,North America,1997,21516,22959,-1443,CAN
Canada,North America,1998,22324,23637,-1313,CAN
Canada,North America,1999,28087,29310,-1223,CAN
Canada,North America,2000,30209,31639,-1430,CAN
Canada,North America,2001,36523,37905,-1382,CAN
Canada,North America,2002,39685,40563,-878,CAN
Canada,North America,2003,43136,44108,-972,CAN
Canada,North America,2004,52425,53218,-793,CAN
Canada,North America,2005,48453,48696,-243,CAN
Canada,North America,2006,48324,55123,-6799,CAN
Canada,North America,2007,47166,46293,873,CAN
Canada,North America,2008,66780,66059,721,CAN
Canada,North America,2009,87144,86373,771,CAN
Canada,North America,2010,88002,88385,-383,CAN
Canada,North America,2011,79978,80303,-325,CAN
Canada,North America,2012,75751,78056,-2305,CAN
Canada,North America,2013,71841,71841,0,CAN
Canada,North America,2014,78419,79427,-1008,CAN
Canada,North America,2015,91324,92196,-872,CAN
Canada,North America,2016,100076,100889,-813,CAN
Canada,North America,2017,107713,108840,-1127,CAN
Canada,North America,2018,114137,114845,-708,CAN
Mexico,North America,1996,647,632,15,MEX
Mexico,North America,1997,1041,1039,2,MEX
Mexico,North America,1998,1136,1206,-70,MEX
Mexico,North America,1999,1705,1599,106,MEX
Mexico,North America,2000,1854,1850,4,MEX
Mexico,North America,2001,1624,1651,-27,MEX
Mexico,North America,2002,1289,1291,-2,MEX
Mexico,North America,2003,1629,1613,16,MEX
Mexico,North America,2004,2012,1996,16,MEX
Mexico,North America,2005,2193,2195,-2,MEX
Mexico,North America,2006,1606,1594,12,MEX
Mexico,North America,2007,989,991,-2,MEX
Mexico,North America,2008,1796,1722,74,MEX
Mexico,North America,2009,2332,2321,11,MEX
Mexico,North America,2010,3303,3336,-33,MEX
Mexico,North America,2011,2100,2131,-31,MEX
Mexico,North America,2012,2075,2109,-34,MEX
Mexico,North America,2013,1689,1689,0,MEX
Mexico,North America,2014,1784,1800,-16,MEX
Mexico,North America,2015,2352,2314,38,MEX
Mexico,North America,2016,2446,2431,15,MEX
Mexico,North America,2017,3262,3301,-39,MEX
Mexico,North America,2018,4032,4047,-15,MEX
United States,North America,1996,15358,14703,655,USA
United States,North America,1997,21909,23192,-1283,USA
United States,North America,1998,31421,32743,-1322,USA
United States,North America,1999,40383,41387,-1004,USA
United States,North America,2000,43343,44590,-1247,USA
United States,North America,2001,48012,49309,-1297,USA
United States,North America,2002,52571,53024,-453,USA
United States,North America,2003,60050,61094,-1044,USA
United States,North America,2004,78827,80188,-1361,USA
United States,North America,2005,68361,68661,-300,USA
United States,North America,2006,64136,63206,930,USA
United States,North America,2007,56973,56530,443,USA
United States,North America,2008,83843,83762,81,USA
United States,North America,2009,111901,112246,-345,USA
United States,North America,2010,123302,124822,-1520,USA
United States,North America,2011,110165,110938,-773,USA
United States,North America,2012,110539,113186,-2647,USA
United States,North America,2013,103483,103483,0,USA
United States,North America,2014,114015,115482,-1467,USA
United States,North America,2015,135606,137507,-1901,USA
United States,North America,2016,154095,154509,-414,USA
United States,North America,2017,171110,172356,-1246,USA
United States,North America,2018,190464,190701,-237,USA
Argentina,South America,1996,876,882,-6,ARG
Argentina,South America,1997,1187,1153,34,ARG
Argentina,South America,1998,1153,1056,97,ARG
Argentina,South America,1999,1468,1509,-41,ARG
Argentina,South America,2000,1401,1529,-128,ARG
Argentina,South America,2001,1091,1064,27,ARG
Argentina,South America,2002,756,734,22,ARG
Argentina,South America,2003,910,914,-4,ARG
Argentina,South America,2004,1156,1176,-20,ARG
Argentina,South America,2005,1018,1035,-17,ARG
Argentina,South America,2006,775,766,9,ARG
Argentina,South America,2007,703,704,-1,ARG
Argentina,South America,2008,916,937,-21,ARG
Argentina,South America,2009,1542,1554,-12,ARG
Argentina,South America,2010,2114,2115,-1,ARG
Argentina,South America,2011,1397,1368,29,ARG
Argentina,South America,2012,1432,1476,-44,ARG
Argentina,South America,2013,1258,1258,0,ARG
Argentina,South America,2014,1241,1286,-45,ARG
Argentina,South America,2015,1846,1856,-10,ARG
Argentina,South America,2016,1923,1957,-34,ARG
Argentina,South America,2017,2466,2460,6,ARG
Argentina,South America,2018,2780,2772,8,ARG
Bolivia,South America,1996,42,22,20,BOL
Bolivia,South America,1997,52,56,-4,BOL
Bolivia,South America,1998,45,33,12,BOL
Bolivia,South America,1999,25,36,-11,BOL
Bolivia,South America,2000,20,17,3,BOL
Bolivia,South America,2001,43,48,-5,BOL
Bolivia,South America,2002,81,74,7,BOL
Bolivia,South America,2003,59,63,-4,BOL
Bolivia,South America,2004,86,87,-1,BOL
Bolivia,South America,2005,81,78,3,BOL
Bolivia,South America,2006,69,64,5,BOL
Bolivia,South America,2007,46,37,9,BOL
Bolivia,South America,2008,73,61,12,BOL
Bolivia,South America,2009,82,77,5,BOL
Bolivia,South America,2010,105,111,-6,BOL
Bolivia,South America,2011,94,93,1,BOL
Bolivia,South America,2012,103,99,4,BOL
Bolivia,South America,2013,80,80,0,BOL
Bolivia,South America,2014,78,79,-1,BOL
Bolivia,South America,2015,77,71,6,BOL
Bolivia,South America,2016,134,168,-34,BOL
Bolivia,South America,2017,158,126,32,BOL
Bolivia,South America,2018,111,122,-11,BOL
Brazil,South America,1996,5470,5546,-76,BRA
Brazil,South America,1997,7788,7609,179,BRA
